timestamp,isoTime,density,temperature
Fri Oct 13 2023 18:15:33 GMT+0000 (Coordinated Universal Time),2023-10-13T18:15:33.000Z,15.66,22.607383728027344
Sat Oct 14 2023 10:57:13 GMT+0000 (Coordinated Universal Time),2023-10-14T10:57:13.000Z,11.56,23.272300720214844
Sat Oct 14 2023 11:27:33 GMT+0000 (Coordinated Universal Time),2023-10-14T11:27:33.000Z,11.52,23.41649627685547
Sat Oct 14 2023 11:57:35 GMT+0000 (Coordinated Universal Time),2023-10-14T11:57:35.000Z,11.46,23.600746154785156
Sat Oct 14 2023 12:27:41 GMT+0000 (Coordinated Universal Time),2023-10-14T12:27:41.000Z,11.36,23.301673889160156
Sat Oct 14 2023 12:58:06 GMT+0000 (Coordinated Universal Time),2023-10-14T12:58:06.000Z,11.22,23.429847717285156
Sat Oct 14 2023 13:28:57 GMT+0000 (Coordinated Universal Time),2023-10-14T13:28:57.000Z,11.07,23.600746154785156
Sat Oct 14 2023 13:59:04 GMT+0000 (Coordinated Universal Time),2023-10-14T13:59:04.000Z,10.92,23.229568481445312
Sat Oct 14 2023 14:27:50 GMT+0000 (Coordinated Universal Time),2023-10-14T14:27:50.000Z,10.8,23.36042022705078
Sat Oct 14 2023 14:59:19 GMT+0000 (Coordinated Universal Time),2023-10-14T14:59:19.000Z,10.7,23.515296936035156
Sat Oct 14 2023 15:28:00 GMT+0000 (Coordinated Universal Time),2023-10-14T15:28:00.000Z,10.63,21.277565002441406
Sat Oct 14 2023 16:04:02 GMT+0000 (Coordinated Universal Time),2023-10-14T16:04:02.000Z,10.57,20.198745727539062
Sat Oct 14 2023 16:33:30 GMT+0000 (Coordinated Universal Time),2023-10-14T16:33:30.000Z,10.51,20.185394287109375
Sat Oct 14 2023 17:03:49 GMT+0000 (Coordinated Universal Time),2023-10-14T17:03:49.000Z,10.44,20.228118896484375
Sat Oct 14 2023 17:38:37 GMT+0000 (Coordinated Universal Time),2023-10-14T17:38:37.000Z,10.36,20.185394287109375
Sat Oct 14 2023 18:08:12 GMT+0000 (Coordinated Universal Time),2023-10-14T18:08:12.000Z,10.29,20.284202575683594
Sat Oct 14 2023 18:39:11 GMT+0000 (Coordinated Universal Time),2023-10-14T18:39:11.000Z,10.23,20.369651794433594
Sat Oct 14 2023 19:09:39 GMT+0000 (Coordinated Universal Time),2023-10-14T19:09:39.000Z,10.17,20.452430725097656
Sat Oct 14 2023 19:39:35 GMT+0000 (Coordinated Universal Time),2023-10-14T19:39:35.000Z,10.11,20.198745727539062
Sat Oct 14 2023 20:10:01 GMT+0000 (Coordinated Universal Time),2023-10-14T20:10:01.000Z,10.03,20.228118896484375
Sat Oct 14 2023 20:40:12 GMT+0000 (Coordinated Universal Time),2023-10-14T20:40:12.000Z,9.95,20.198745727539062
Sat Oct 14 2023 21:09:09 GMT+0000 (Coordinated Universal Time),2023-10-14T21:09:09.000Z,9.87,20.25749969482422
Sat Oct 14 2023 21:39:06 GMT+0000 (Coordinated Universal Time),2023-10-14T21:39:06.000Z,9.78,20.326927185058594
Sat Oct 14 2023 22:09:18 GMT+0000 (Coordinated Universal Time),2023-10-14T22:09:18.000Z,9.7,20.34027862548828
Sat Oct 14 2023 22:39:27 GMT+0000 (Coordinated Universal Time),2023-10-14T22:39:27.000Z,9.62,20.42572784423828
Sat Oct 14 2023 23:10:51 GMT+0000 (Coordinated Universal Time),2023-10-14T23:10:51.000Z,9.55,20.495155334472656
Sat Oct 14 2023 23:41:13 GMT+0000 (Coordinated Universal Time),2023-10-14T23:41:13.000Z,9.49,20.228118896484375
Sun Oct 15 2023 00:11:03 GMT+0000 (Coordinated Universal Time),2023-10-15T00:11:03.000Z,9.45,20.284202575683594
Sun Oct 15 2023 00:40:00 GMT+0000 (Coordinated Universal Time),2023-10-15T00:40:00.000Z,9.4,20.270851135253906
Sun Oct 15 2023 01:11:13 GMT+0000 (Coordinated Universal Time),2023-10-15T01:11:13.000Z,9.34,20.241470336914062
Sun Oct 15 2023 01:41:36 GMT+0000 (Coordinated Universal Time),2023-10-15T01:41:36.000Z,9.28,20.313575744628906
Sun Oct 15 2023 02:11:41 GMT+0000 (Coordinated Universal Time),2023-10-15T02:11:41.000Z,9.2,20.35363006591797
Sun Oct 15 2023 02:41:16 GMT+0000 (Coordinated Universal Time),2023-10-15T02:41:16.000Z,9.12,20.39635467529297
Sun Oct 15 2023 03:11:02 GMT+0000 (Coordinated Universal Time),2023-10-15T03:11:02.000Z,9.05,20.42572784423828
Sun Oct 15 2023 03:41:41 GMT+0000 (Coordinated Universal Time),2023-10-15T03:41:41.000Z,8.99,20.51117706298828
Sun Oct 15 2023 04:10:55 GMT+0000 (Coordinated Universal Time),2023-10-15T04:10:55.000Z,8.95,20.313575744628906
Sun Oct 15 2023 04:42:12 GMT+0000 (Coordinated Universal Time),2023-10-15T04:42:12.000Z,8.91,20.326927185058594
Sun Oct 15 2023 05:12:09 GMT+0000 (Coordinated Universal Time),2023-10-15T05:12:09.000Z,8.85,20.284202575683594
